"pop_1","pop_2","dist","Binomial","Longitude1","Latitude1","Longitude2","Latitude2","first_year1","last_year1","first_year2","last_year2","cost"
"Acanthis_flammea-2","Acanthis_flammea-1",3242.20599291779,"Acanthis_flammea",-60.79843,53.003392,-113.6425,60.108611,1974,2014,1973,2014,3132.19802555557
"Acanthis_flammea-3","Acanthis_flammea-1",1233.44799554448,"Acanthis_flammea",-136.036766,63.748366,-113.6425,60.108611,1973,2014,1973,2014,942.834036658376
"Acanthis_flammea-4","Acanthis_flammea-1",596.003620233894,"Acanthis_flammea",-120.52011,64.407745,-113.6425,60.108611,1976,2014,1973,2014,466.100399832471
"Acanthis_flammea-3","Acanthis_flammea-2",4270.32558735898,"Acanthis_flammea",-136.036766,63.748366,-60.79843,53.003392,1973,2014,1974,2014,3940.33903378297
"Acanthis_flammea-4","Acanthis_flammea-2",3521.95080512561,"Acanthis_flammea",-120.52011,64.407745,-60.79843,53.003392,1976,2014,1974,2014,3463.60539695707
"Acanthis_flammea-4","Acanthis_flammea-3",756.729116508275,"Acanthis_flammea",-120.52011,64.407745,-136.036766,63.748366,1976,2014,1973,2014,490.666134692356
"Accipiter_cooperii-2","Accipiter_cooperii-1",2817.65210045703,"Accipiter_cooperii",-118.08333,34.11667,-87.08806,36.29417,1968,2007,1966,2007,1386.60820249413
"Accipiter_cooperii-3","Accipiter_cooperii-1",3615.041405138,"Accipiter_cooperii",-125.441985,56.159482,-87.08806,36.29417,1970,2014,1966,2007,2744.76494742851
"Accipiter_cooperii-4","Accipiter_cooperii-1",2271.00596734602,"Accipiter_cooperii",-97.404876,55.443204,-87.08806,36.29417,1970,2014,1966,2007,1688.78327601267
"Accipiter_cooperii-5","Accipiter_cooperii-1",2555.86893038881,"Accipiter_cooperii",-105.758445,55.410147,-87.08806,36.29417,1970,2014,1966,2007,1917.72270231299
"Accipiter_cooperii-6","Accipiter_cooperii-1",727.541628711549,"Accipiter_cooperii",-83.05,42.033333,-87.08806,36.29417,1974,2004,1966,2007,521.230598401056
"Accipiter_cooperii-7","Accipiter_cooperii-1",1685.28154540184,"Accipiter_cooperii",-87.125633,51.433288,-87.08806,36.29417,1970,2014,1966,2007,1175.59267174158
"Accipiter_cooperii-8","Accipiter_cooperii-1",2150.493326192,"Accipiter_cooperii",-73.107078,52.941847,-87.08806,36.29417,1973,2014,1966,2007,1516.16726947453
"Accipiter_cooperii-3","Accipiter_cooperii-2",2517.5417850768,"Accipiter_cooperii",-125.441985,56.159482,-118.08333,34.11667,1970,2014,1968,2007,1727.47690741896
"Accipiter_cooperii-4","Accipiter_cooperii-2",2858.07623140819,"Accipiter_cooperii",-97.404876,55.443204,-118.08333,34.11667,1970,2014,1968,2007,1989.30655784185
"Accipiter_cooperii-5","Accipiter_cooperii-2",2553.88104864365,"Accipiter_cooperii",-105.758445,55.410147,-118.08333,34.11667,1970,2014,1968,2007,1847.29137870769
"Accipiter_cooperii-6","Accipiter_cooperii-2",3169.40765445932,"Accipiter_cooperii",-83.05,42.033333,-118.08333,34.11667,1974,2004,1968,2007,1840.54540289377
"Accipiter_cooperii-7","Accipiter_cooperii-2",3141.27876841855,"Accipiter_cooperii",-87.125633,51.433288,-118.08333,34.11667,1970,2014,1968,2007,2105.5991067315
"Accipiter_cooperii-8","Accipiter_cooperii-2",4098.7448311238,"Accipiter_cooperii",-73.107078,52.941847,-118.08333,34.11667,1973,2014,1968,2007,2779.20936505461
"Accipiter_cooperii-4","Accipiter_cooperii-3",1743.94409296561,"Accipiter_cooperii",-97.404876,55.443204,-125.441985,56.159482,1970,2014,1970,2014,1525.37151534854
"Accipiter_cooperii-5","Accipiter_cooperii-3",1230.70581655474,"Accipiter_cooperii",-105.758445,55.410147,-125.441985,56.159482,1970,2014,1970,2014,1098.88184078278
"Accipiter_cooperii-6","Accipiter_cooperii-3",3395.39023121664,"Accipiter_cooperii",-83.05,42.033333,-125.441985,56.159482,1974,2004,1970,2014,2688.94180687834
"Accipiter_cooperii-7","Accipiter_cooperii-3",2538.82553556508,"Accipiter_cooperii",-87.125633,51.433288,-125.441985,56.159482,1970,2014,1970,2014,2202.53480201952
"Accipiter_cooperii-8","Accipiter_cooperii-3",3315.67886062118,"Accipiter_cooperii",-73.107078,52.941847,-125.441985,56.159482,1973,2014,1970,2014,3021.51301446714
"Accipiter_cooperii-5","Accipiter_cooperii-4",527.385762266412,"Accipiter_cooperii",-105.758445,55.410147,-97.404876,55.443204,1970,2014,1970,2014,491.339333849437
"Accipiter_cooperii-6","Accipiter_cooperii-4",1819.57134380548,"Accipiter_cooperii",-83.05,42.033333,-97.404876,55.443204,1974,2004,1970,2014,1419.20495168447
"Accipiter_cooperii-7","Accipiter_cooperii-4",813.544757769533,"Accipiter_cooperii",-87.125633,51.433288,-97.404876,55.443204,1970,2014,1970,2014,710.426653467111
"Accipiter_cooperii-8","Accipiter_cooperii-4",1598.24787924074,"Accipiter_cooperii",-73.107078,52.941847,-97.404876,55.443204,1973,2014,1970,2014,1529.40486591473
"Accipiter_cooperii-6","Accipiter_cooperii-5",2217.2279406548,"Accipiter_cooperii",-83.05,42.033333,-105.758445,55.410147,1974,2004,1970,2014,1717.06040281291
"Accipiter_cooperii-7","Accipiter_cooperii-5",1308.11982306877,"Accipiter_cooperii",-87.125633,51.433288,-105.758445,55.410147,1970,2014,1970,2014,1168.50262052042
"Accipiter_cooperii-8","Accipiter_cooperii-5",2125.04314211773,"Accipiter_cooperii",-73.107078,52.941847,-105.758445,55.410147,1973,2014,1970,2014,1987.48083296804
"Accipiter_cooperii-7","Accipiter_cooperii-6",1091.1791466328,"Accipiter_cooperii",-87.125633,51.433288,-83.05,42.033333,1970,2014,1974,2004,764.220042859694
"Accipiter_cooperii-8","Accipiter_cooperii-6",1423.20834857335,"Accipiter_cooperii",-73.107078,52.941847,-83.05,42.033333,1973,2014,1974,2004,1026.07047656506
"Accipiter_cooperii-8","Accipiter_cooperii-7",969.726583565284,"Accipiter_cooperii",-73.107078,52.941847,-87.125633,51.433288,1973,2014,1970,2014,895.30944604526
"Accipiter_gentilis-2","Accipiter_gentilis-1",3770.19872045143,"Accipiter_gentilis",-62.735984,45.290147,-114.807219,55.142948,1970,2014,1972,2012,3003.75317920338
"Accipiter_gentilis-3","Accipiter_gentilis-1",3153.88075000417,"Accipiter_gentilis",-69.666667,48.15,-114.807219,55.142948,1994,2005,1972,2012,2614.20153735129
"Accipiter_gentilis-4","Accipiter_gentilis-1",2720.83180223154,"Accipiter_gentilis",-83.05,42.033333,-114.807219,55.142948,1975,2004,1972,2012,2093.92366545268
"Accipiter_gentilis-5","Accipiter_gentilis-1",676.774941061268,"Accipiter_gentilis",-125.441985,56.159482,-114.807219,55.142948,1970,2014,1972,2012,633.516215465521
"Accipiter_gentilis-6","Accipiter_gentilis-1",3457.01678326725,"Accipiter_gentilis",-66.291594,46.666605,-114.807219,55.142948,1970,2014,1972,2012,2754.62704786932
"Accipiter_gentilis-7","Accipiter_gentilis-1",2695.8157002271,"Accipiter_gentilis",-73.107078,52.941847,-114.807219,55.142948,1986,2014,1972,2012,2496.47034531882
"Accipiter_gentilis-8","Accipiter_gentilis-1",574.141163101266,"Accipiter_gentilis",-105.758445,55.410147,-114.807219,55.142948,1970,2014,1972,2012,573.839171634453
"Accipiter_gentilis-3","Accipiter_gentilis-2",616.991548839454,"Accipiter_gentilis",-69.666667,48.15,-62.735984,45.290147,1994,2005,1970,2014,609.758447108198
"Accipiter_gentilis-4","Accipiter_gentilis-2",1670.79864882226,"Accipiter_gentilis",-83.05,42.033333,-62.735984,45.290147,1975,2004,1970,2014,1229.69895442196
"Accipiter_gentilis-5","Accipiter_gentilis-2",4414.03644038297,"Accipiter_gentilis",-125.441985,56.159482,-62.735984,45.290147,1970,2014,1970,2014,3598.77132062903
"Accipiter_gentilis-6","Accipiter_gentilis-2",314.81439847364,"Accipiter_gentilis",-66.291594,46.666605,-62.735984,45.290147,1970,2014,1970,2014,260.557724994325
"Accipiter_gentilis-7","Accipiter_gentilis-2",1136.40367599816,"Accipiter_gentilis",-73.107078,52.941847,-62.735984,45.290147,1986,2014,1970,2014,1012.78371109393
"Accipiter_gentilis-8","Accipiter_gentilis-2",3196.25562815103,"Accipiter_gentilis",-105.758445,55.410147,-62.735984,45.290147,1970,2014,1970,2014,2626.88991656361
"Accipiter_gentilis-4","Accipiter_gentilis-3",1250.24739204417,"Accipiter_gentilis",-83.05,42.033333,-69.666667,48.15,1975,2004,1994,2005,912.779257864097
"Accipiter_gentilis-5","Accipiter_gentilis-3",3800.40343859993,"Accipiter_gentilis",-125.441985,56.159482,-69.666667,48.15,1970,2014,1994,2005,3209.21967877694
"Accipiter_gentilis-6","Accipiter_gentilis-3",303.141572750883,"Accipiter_gentilis",-66.291594,46.666605,-69.666667,48.15,1970,2014,1994,2005,360.632315774138
"Accipiter_gentilis-7","Accipiter_gentilis-3",586.152495431027,"Accipiter_gentilis",-73.107078,52.941847,-69.666667,48.15,1986,2014,1994,2005,451.039239627247
"Accipiter_gentilis-8","Accipiter_gentilis-3",2580.12026610064,"Accipiter_gentilis",-105.758445,55.410147,-69.666667,48.15,1970,2014,1994,2005,2237.33827471152
"Accipiter_gentilis-5","Accipiter_gentilis-4",3395.39023121664,"Accipiter_gentilis",-125.441985,56.159482,-83.05,42.033333,1970,2014,1975,2004,2688.94180687834
"Accipiter_gentilis-6","Accipiter_gentilis-4",1426.76203052381,"Accipiter_gentilis",-66.291594,46.666605,-83.05,42.033333,1970,2014,1975,2004,980.572823087896
"Accipiter_gentilis-7","Accipiter_gentilis-4",1423.20834857335,"Accipiter_gentilis",-73.107078,52.941847,-83.05,42.033333,1986,2014,1975,2004,1026.07047656506
"Accipiter_gentilis-8","Accipiter_gentilis-4",2217.2279406548,"Accipiter_gentilis",-105.758445,55.410147,-83.05,42.033333,1970,2014,1975,2004,1717.06040281291
"Accipiter_gentilis-6","Accipiter_gentilis-5",4103.12507739161,"Accipiter_gentilis",-66.291594,46.666605,-125.441985,56.159482,1970,2014,1970,2014,3349.64518929497
"Accipiter_gentilis-7","Accipiter_gentilis-5",3315.67886062118,"Accipiter_gentilis",-73.107078,52.941847,-125.441985,56.159482,1986,2014,1970,2014,3021.51301446714
"Accipiter_gentilis-8","Accipiter_gentilis-5",1230.70581655474,"Accipiter_gentilis",-105.758445,55.410147,-125.441985,56.159482,1970,2014,1970,2014,1098.88184078278
"Accipiter_gentilis-7","Accipiter_gentilis-6",852.255453591825,"Accipiter_gentilis",-73.107078,52.941847,-66.291594,46.666605,1986,2014,1970,2014,763.657579759873
"Accipiter_gentilis-8","Accipiter_gentilis-6",2883.26161717945,"Accipiter_gentilis",-105.758445,55.410147,-66.291594,46.666605,1970,2014,1970,2014,2377.76378522955
"Accipiter_gentilis-8","Accipiter_gentilis-7",2125.04314211773,"Accipiter_gentilis",-105.758445,55.410147,-73.107078,52.941847,1970,2014,1986,2014,1987.48083296804
"Accipiter_striatus-2","Accipiter_striatus-1",1100.63902346417,"Accipiter_striatus",-97.404876,55.443204,-114.807219,55.142948,1970,2014,1970,2014,1000.32884620022
"Accipiter_striatus-3","Accipiter_striatus-1",1874.50110210871,"Accipiter_striatus",-87.125633,51.433288,-114.807219,55.142948,1970,2014,1970,2014,1677.49213287119
"Accipiter_striatus-4","Accipiter_striatus-1",3153.88075000417,"Accipiter_striatus",-69.666667,48.15,-114.807219,55.142948,1994,2005,1970,2014,2614.20153735129
"Accipiter_striatus-5","Accipiter_striatus-1",676.774941061268,"Accipiter_striatus",-125.441985,56.159482,-114.807219,55.142948,1976,2014,1970,2014,633.516215465521
"Accipiter_striatus-6","Accipiter_striatus-1",3457.01678326725,"Accipiter_striatus",-66.291594,46.666605,-114.807219,55.142948,1974,2014,1970,2014,2754.62704786932
"Accipiter_striatus-7","Accipiter_striatus-1",3446.93543990314,"Accipiter_striatus",-60.79843,53.003392,-114.807219,55.142948,1970,2014,1970,2014,3201.79899362415
"Accipiter_striatus-8","Accipiter_striatus-1",3770.19872045143,"Accipiter_striatus",-62.735984,45.290147,-114.807219,55.142948,1974,2014,1970,2014,3003.75317920338
"Accipiter_striatus-9","Accipiter_striatus-1",2695.8157002271,"Accipiter_striatus",-73.107078,52.941847,-114.807219,55.142948,1974,2014,1970,2014,2496.47034531882
"Accipiter_striatus-3","Accipiter_striatus-2",813.544757769533,"Accipiter_striatus",-87.125633,51.433288,-97.404876,55.443204,1970,2014,1970,2014,710.426653467111
"Accipiter_striatus-4","Accipiter_striatus-2",2057.46644815654,"Accipiter_striatus",-69.666667,48.15,-97.404876,55.443204,1994,2005,1970,2014,1779.89410522751
"Accipiter_striatus-5","Accipiter_striatus-2",1743.94409296561,"Accipiter_striatus",-125.441985,56.159482,-97.404876,55.443204,1976,2014,1970,2014,1525.37151534854
"Accipiter_striatus-6","Accipiter_striatus-2",2360.46737892481,"Accipiter_striatus",-66.291594,46.666605,-97.404876,55.443204,1974,2014,1970,2014,1920.31961574555
"Accipiter_striatus-7","Accipiter_striatus-2",2369.80926510305,"Accipiter_striatus",-60.79843,53.003392,-97.404876,55.443204,1970,2014,1970,2014,2234.73351422006
"Accipiter_striatus-8","Accipiter_striatus-2",2672.53612521533,"Accipiter_striatus",-62.735984,45.290147,-97.404876,55.443204,1974,2014,1970,2014,2169.44574707961
"Accipiter_striatus-9","Accipiter_striatus-2",1598.24787924074,"Accipiter_striatus",-73.107078,52.941847,-97.404876,55.443204,1974,2014,1970,2014,1529.40486591473
"Accipiter_striatus-4","Accipiter_striatus-3",1303.24560559054,"Accipiter_striatus",-69.666667,48.15,-87.125633,51.433288,1994,2005,1970,2014,1141.29710007828
"Accipiter_striatus-5","Accipiter_striatus-3",2538.82553556508,"Accipiter_striatus",-125.441985,56.159482,-87.125633,51.433288,1976,2014,1970,2014,2202.53480201952
"Accipiter_striatus-6","Accipiter_striatus-3",1603.38742980375,"Accipiter_striatus",-66.291594,46.666605,-87.125633,51.433288,1974,2014,1970,2014,1281.72261059632
"Accipiter_striatus-7","Accipiter_striatus-3",1793.79415729332,"Accipiter_striatus",-60.79843,53.003392,-87.125633,51.433288,1970,2014,1970,2014,1600.63809435059
"Accipiter_striatus-8","Accipiter_striatus-3",1918.17062349111,"Accipiter_striatus",-62.735984,45.290147,-87.125633,51.433288,1974,2014,1970,2014,1530.84874193038
"Accipiter_striatus-9","Accipiter_striatus-3",969.726583565284,"Accipiter_striatus",-73.107078,52.941847,-87.125633,51.433288,1974,2014,1970,2014,895.30944604526
"Accipiter_striatus-5","Accipiter_striatus-4",3800.40343859993,"Accipiter_striatus",-125.441985,56.159482,-69.666667,48.15,1976,2014,1994,2005,3209.21967877694
"Accipiter_striatus-6","Accipiter_striatus-4",303.141572750883,"Accipiter_striatus",-66.291594,46.666605,-69.666667,48.15,1974,2014,1994,2005,360.632315774138
"Accipiter_striatus-7","Accipiter_striatus-4",826.548655721289,"Accipiter_striatus",-60.79843,53.003392,-69.666667,48.15,1970,2014,1994,2005,663.786882725144
"Accipiter_striatus-8","Accipiter_striatus-4",616.991548839454,"Accipiter_striatus",-62.735984,45.290147,-69.666667,48.15,1974,2014,1994,2005,609.758447108198
"Accipiter_striatus-9","Accipiter_striatus-4",586.152495431027,"Accipiter_striatus",-73.107078,52.941847,-69.666667,48.15,1974,2014,1994,2005,451.039239627247
"Accipiter_striatus-6","Accipiter_striatus-5",4103.12507739161,"Accipiter_striatus",-66.291594,46.666605,-125.441985,56.159482,1974,2014,1976,2014,3349.64518929497
"Accipiter_striatus-7","Accipiter_striatus-5",4030.62109264126,"Accipiter_striatus",-60.79843,53.003392,-125.441985,56.159482,1970,2014,1976,2014,3726.84166277247
"Accipiter_striatus-8","Accipiter_striatus-5",4414.03644038297,"Accipiter_striatus",-62.735984,45.290147,-125.441985,56.159482,1974,2014,1976,2014,3598.77132062903
"Accipiter_striatus-9","Accipiter_striatus-5",3315.67886062118,"Accipiter_striatus",-73.107078,52.941847,-125.441985,56.159482,1974,2014,1976,2014,3021.51301446714
"Accipiter_striatus-7","Accipiter_striatus-6",807.6278342471,"Accipiter_striatus",-60.79843,53.003392,-66.291594,46.666605,1970,2014,1974,2014,1019.36655794199
"Accipiter_striatus-8","Accipiter_striatus-6",314.81439847364,"Accipiter_striatus",-62.735984,45.290147,-66.291594,46.666605,1974,2014,1974,2014,260.557724994325
"Accipiter_striatus-9","Accipiter_striatus-6",852.255453591825,"Accipiter_striatus",-73.107078,52.941847,-66.291594,46.666605,1974,2014,1974,2014,763.657579759873
"Accipiter_striatus-8","Accipiter_striatus-7",870.061281842238,"Accipiter_striatus",-62.735984,45.290147,-60.79843,53.003392,1974,2014,1970,2014,1268.49268927605
"Accipiter_striatus-9","Accipiter_striatus-7",824.140865528919,"Accipiter_striatus",-73.107078,52.941847,-60.79843,53.003392,1974,2014,1970,2014,754.240395740946
"Accipiter_striatus-9","Accipiter_striatus-8",1136.40367599816,"Accipiter_striatus",-73.107078,52.941847,-62.735984,45.290147,1974,2014,1974,2014,1012.78371109393
"Aegolius_acadicus-4","Aegolius_acadicus-3",2325.79722967365,"Aegolius_acadicus",-66.291594,46.666605,-97,55,1970,2014,1991,2014,1864.43848621622
"Agelaius_phoeniceus-3","Agelaius_phoeniceus-2",637.95816759453,"Agelaius_phoeniceus",-125,55,-115,55,1970,2014,1970,2014,609.466344196023
"Agelaius_phoeniceus-4","Agelaius_phoeniceus-2",1146.12518936425,"Agelaius_phoeniceus",-97,55,-115,55,1970,2014,1970,2014,1065.9470494876
"Agelaius_phoeniceus-5","Agelaius_phoeniceus-2",3451.76309172235,"Agelaius_phoeniceus",-66.75,46.5,-115,55,1970,2014,1970,2014,2719.58569676795
"Agelaius_phoeniceus-6","Agelaius_phoeniceus-2",3786.11438727265,"Agelaius_phoeniceus",-63,45,-115,55,1970,2012,1970,2014,2977.58504535616
"Agelaius_phoeniceus-7","Agelaius_phoeniceus-2",2026.08704323337,"Agelaius_phoeniceus",-86,50,-115,55,1970,2014,1970,2014,1802.94780145131
"Agelaius_phoeniceus-8","Agelaius_phoeniceus-2",2737.84294265228,"Agelaius_phoeniceus",-72,54,-115,55,1970,2014,1970,2014,2577.00024159228
"Agelaius_phoeniceus-9","Agelaius_phoeniceus-2",591.906540582387,"Agelaius_phoeniceus",-106,54,-115,55,1970,2014,1970,2014,627.05775931941
"Agelaius_phoeniceus-10","Agelaius_phoeniceus-2",1091.18696423639,"Agelaius_phoeniceus",-120.52011,64.407745,-115,55,1975,2014,1970,2014,776.849116837873
"Agelaius_phoeniceus-11","Agelaius_phoeniceus-2",3783.94460323801,"Agelaius_phoeniceus",-62.735984,45.290147,-115,55,1970,2014,1970,2014,2992.94718977868
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-2",1527.56276876918,"Agelaius_phoeniceus",-136.036766,63.748366,-115,55,1973,2014,1970,2014,1155.47680168733
"Agelaius_phoeniceus-4","Agelaius_phoeniceus-3",1775.79959238415,"Agelaius_phoeniceus",-97,55,-125,55,1970,2014,1970,2014,1574.94401674163
"Agelaius_phoeniceus-5","Agelaius_phoeniceus-3",4083.52392847451,"Agelaius_phoeniceus",-66.75,46.5,-125,55,1970,2014,1970,2014,3282.40574184009
"Agelaius_phoeniceus-6","Agelaius_phoeniceus-3",4417.02092066122,"Agelaius_phoeniceus",-63,45,-125,55,1970,2012,1970,2014,3540.4050904283
"Agelaius_phoeniceus-7","Agelaius_phoeniceus-3",2664.04163698045,"Agelaius_phoeniceus",-86,50,-125,55,1970,2014,1970,2014,2339.91817490037
"Agelaius_phoeniceus-8","Agelaius_phoeniceus-3",3344.96012537843,"Agelaius_phoeniceus",-72,54,-125,55,1970,2014,1970,2014,3085.99720884631
"Agelaius_phoeniceus-9","Agelaius_phoeniceus-3",1229.42986880243,"Agelaius_phoeniceus",-106,54,-125,55,1970,2014,1970,2014,1194.38101842193
"Agelaius_phoeniceus-10","Agelaius_phoeniceus-3",1076.400496747,"Agelaius_phoeniceus",-120.52011,64.407745,-125,55,1975,2014,1970,2014,682.590857096625
"Agelaius_phoeniceus-11","Agelaius_phoeniceus-3",4413.8697467058,"Agelaius_phoeniceus",-62.735984,45.290147,-125,55,1970,2014,1970,2014,3555.76723485081
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-3",1154.11111008477,"Agelaius_phoeniceus",-136.036766,63.748366,-125,55,1973,2014,1970,2014,884.390552648864
"Agelaius_phoeniceus-5","Agelaius_phoeniceus-4",2307.72450533091,"Agelaius_phoeniceus",-66.75,46.5,-97,55,1970,2014,1970,2014,1840.20312453956
"Agelaius_phoeniceus-6","Agelaius_phoeniceus-4",2641.34461137343,"Agelaius_phoeniceus",-63,45,-97,55,1970,2012,1970,2014,2098.20247312777
"Agelaius_phoeniceus-7","Agelaius_phoeniceus-4",928.5762078979,"Agelaius_phoeniceus",-86,50,-97,55,1970,2014,1970,2014,790.666129218681
"Agelaius_phoeniceus-8","Agelaius_phoeniceus-4",1611.25963143124,"Agelaius_phoeniceus",-72,54,-97,55,1970,2014,1970,2014,1536.74516316462
"Agelaius_phoeniceus-10","Agelaius_phoeniceus-4",1668.8061561625,"Agelaius_phoeniceus",-120.52011,64.407745,-97,55,1975,2014,1970,2014,1316.59111362625
"Agelaius_phoeniceus-11","Agelaius_phoeniceus-4",2638.56246191499,"Agelaius_phoeniceus",-62.735984,45.290147,-97,55,1970,2014,1970,2014,2113.56461755028
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-4",2370.51112864768,"Agelaius_phoeniceus",-136.036766,63.748366,-97,55,1973,2014,1970,2014,1793.32475045216
"Agelaius_phoeniceus-6","Agelaius_phoeniceus-5",335.703699237208,"Agelaius_phoeniceus",-63,45,-66.75,46.5,1970,2012,1970,2014,260.093527719301
"Agelaius_phoeniceus-7","Agelaius_phoeniceus-5",1474.51444685168,"Agelaius_phoeniceus",-86,50,-66.75,46.5,1970,2014,1970,2014,1124.20015852459
"Agelaius_phoeniceus-8","Agelaius_phoeniceus-5",914.103036209836,"Agelaius_phoeniceus",-72,54,-66.75,46.5,1970,2014,1970,2014,785.110661896433
"Agelaius_phoeniceus-9","Agelaius_phoeniceus-5",2874.32373040497,"Agelaius_phoeniceus",-106,54,-66.75,46.5,1970,2014,1970,2014,2280.94564950805
"Agelaius_phoeniceus-10","Agelaius_phoeniceus-5",3774.4780081275,"Agelaius_phoeniceus",-120.52011,64.407745,-66.75,46.5,1975,2014,1970,2014,3124.95613680589
"Agelaius_phoeniceus-11","Agelaius_phoeniceus-5",338.846342238024,"Agelaius_phoeniceus",-62.735984,45.290147,-66.75,46.5,1970,2014,1970,2014,275.455672141814
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-5",4529.59843374653,"Agelaius_phoeniceus",-136.036766,63.748366,-66.75,46.5,1973,2014,1970,2014,3601.68977363179
"Agelaius_phoeniceus-7","Agelaius_phoeniceus-6",1808.65106438151,"Agelaius_phoeniceus",-86,50,-63,45,1970,2014,1970,2012,1382.1995071128
"Agelaius_phoeniceus-8","Agelaius_phoeniceus-6",1192.54379801656,"Agelaius_phoeniceus",-72,54,-63,45,1970,2014,1970,2012,1045.20418961573
"Agelaius_phoeniceus-9","Agelaius_phoeniceus-6",3209.63999227838,"Agelaius_phoeniceus",-106,54,-63,45,1970,2014,1970,2012,2538.94499809626
"Agelaius_phoeniceus-10","Agelaius_phoeniceus-6",4085.61356836097,"Agelaius_phoeniceus",-120.52011,64.407745,-63,45,1975,2014,1970,2012,3382.9554853941
"Agelaius_phoeniceus-11","Agelaius_phoeniceus-6",38.3787057393128,"Agelaius_phoeniceus",-62.735984,45.290147,-63,45,1970,2014,1970,2012,38.7053773552179
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-6",4841.90919947554,"Agelaius_phoeniceus",-136.036766,63.748366,-63,45,1973,2014,1970,2012,3859.68912222
"Agelaius_phoeniceus-8","Agelaius_phoeniceus-7",1055.38638916741,"Agelaius_phoeniceus",-72,54,-86,50,1970,2014,1970,2014,991.23665193677
"Agelaius_phoeniceus-9","Agelaius_phoeniceus-7",1435.52260649424,"Agelaius_phoeniceus",-106,54,-86,50,1970,2014,1970,2014,1364.30775419141
"Agelaius_phoeniceus-10","Agelaius_phoeniceus-7",2574.08777914735,"Agelaius_phoeniceus",-120.52011,64.407745,-86,50,1975,2014,1970,2014,2075.41914148501
"Agelaius_phoeniceus-11","Agelaius_phoeniceus-7",1813.35466471945,"Agelaius_phoeniceus",-62.735984,45.290147,-86,50,1970,2014,1970,2014,1397.56165153532
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-7",3293.07308393811,"Agelaius_phoeniceus",-136.036766,63.748366,-86,50,1973,2014,1970,2014,2552.15277831092
"Agelaius_phoeniceus-9","Agelaius_phoeniceus-8",2203.12464803962,"Agelaius_phoeniceus",-106,54,-72,54,1970,2014,1970,2014,2111.70134257866
"Agelaius_phoeniceus-10","Agelaius_phoeniceus-8",2908.46301475269,"Agelaius_phoeniceus",-120.52011,64.407745,-72,54,1975,2014,1970,2014,2821.49817543095
"Agelaius_phoeniceus-11","Agelaius_phoeniceus-8",1175.15670422896,"Agelaius_phoeniceus",-62.735984,45.290147,-72,54,1970,2014,1970,2014,1060.56633403825
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-8",3665.04625351795,"Agelaius_phoeniceus",-136.036766,63.748366,-72,54,1973,2014,1970,2014,3298.23181225685
"Agelaius_phoeniceus-10","Agelaius_phoeniceus-9",1416.57439958897,"Agelaius_phoeniceus",-120.52011,64.407745,-106,54,1975,2014,1970,2014,1026.88343262668
"Agelaius_phoeniceus-11","Agelaius_phoeniceus-9",3209.06263442263,"Agelaius_phoeniceus",-62.735984,45.290147,-106,54,1970,2014,1970,2014,2554.30714251878
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-9",2012.20803273891,"Agelaius_phoeniceus",-136.036766,63.748366,-106,54,1973,2014,1970,2014,1503.61706945259
"Agelaius_phoeniceus-11","Agelaius_phoeniceus-10",4072.7302887614,"Agelaius_phoeniceus",-62.735984,45.290147,-120.52011,64.407745,1970,2014,1975,2014,3398.31762981661
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-10",756.729116508275,"Agelaius_phoeniceus",-136.036766,63.748366,-120.52011,64.407745,1973,2014,1975,2014,490.666134692356
"Agelaius_phoeniceus-12","Agelaius_phoeniceus-11",4829.22287665754,"Agelaius_phoeniceus",-136.036766,63.748366,-62.735984,45.290147,1973,2014,1970,2014,3875.05126664251
"Alces_americanus-5","Alces_americanus-1",1204.54333972726,"Alces_americanus",-72.957967,46.778085,-88.8675,48.00889,1971,2000,1959,1998,901.819289692361
"Alces_americanus-12","Alces_americanus-1",2660.42231640242,"Alces_americanus",-125.44939,49.65063,-88.8675,48.00889,1987,2014,1959,1998,1955.19402649118
"Alces_americanus-13","Alces_americanus-1",2458.4965278672,"Alces_americanus",-122.5003,49.21759,-88.8675,48.00889,1987,2014,1959,1998,1732.73164738565
"Alces_americanus-14","Alces_americanus-1",2313.97151066719,"Alces_americanus",-120.69689,50.25503,-88.8675,48.00889,1987,2014,1959,1998,1726.13591368454
"Alces_americanus-15","Alces_americanus-1",2200.40854699807,"Alces_americanus",-119.03137,49.85923,-88.8675,48.00889,1987,2014,1959,1998,1654.54419652635
"Alces_americanus-16","Alces_americanus-1",2043.44377592884,"Alces_americanus",-116.81213,49.70849,-88.8675,48.00889,1987,2014,1959,1998,1534.45393461698
"Alces_americanus-17","Alces_americanus-1",2487.29673058647,"Alces_americanus",-123.45536,52.40318,-88.8675,48.00889,1987,2014,1959,1998,1965.44978428252
"Alces_americanus-18","Alces_americanus-1",2900.73391450247,"Alces_americanus",-129.83266,54.24977,-88.8675,48.00889,1987,2014,1959,1998,2361.05421736744
